"Timestamp","FileName","Size","Extension","Entropy","LastAccess","LastWrite"
"2025-05-09 01:04:15","006587.html","12149",".html","4.849","5/9/2025 6:39:20 AM","5/9/2025 6:39:20 AM"
"2025-05-09 01:04:15","009450.pdf","497047",".pdf","6.805","5/8/2025 12:43:37 PM","7/20/2006 9:45:47 AM"
"2025-05-09 01:04:15","005661.doc","45056",".doc","4.839","5/8/2025 12:44:23 PM","11/15/2008 9:13:13 AM"
"2025-05-09 01:04:15","000545.gif","2578163",".gif","7.862","5/8/2025 4:21:07 PM","5/8/2025 4:21:07 PM"
"2025-05-09 01:04:15","001540.html","406493",".html","4.92","5/8/2025 12:44:06 PM","2/5/2009 5:35:44 PM"
"2025-05-09 01:04:15","007793.html","19195",".html","4.992","5/8/2025 12:43:34 PM","2/17/2009 3:56:15 PM"
"2025-05-09 01:04:15","005999.html","307",".html","5.108","5/8/2025 1:52:53 PM","5/8/2025 1:52:53 PM"
"2025-05-09 01:04:15","006291.pdf","138693",".pdf","7.96","5/8/2025 2:52:06 PM","5/8/2025 2:52:06 PM"
"2025-05-09 01:04:15","000640.html","46190",".html","5.257","5/8/2025 12:43:55 PM","2/5/2009 5:16:58 PM"
"2025-05-09 01:04:15","006578.html","17284",".html","5.067","5/8/2025 12:44:01 PM","8/9/1999 11:22:14 AM"
"2025-05-09 01:04:15","007066.doc","110592",".doc","3.639","5/8/2025 2:52:48 PM","5/8/2025 2:52:48 PM"
"2025-05-09 01:04:15","001207.jpg","5888",".jpg","7.923","5/9/2025 6:39:02 AM","5/9/2025 6:39:02 AM"
"2025-05-09 01:04:15","007998.doc","403968",".doc","5.393","5/8/2025 12:43:35 PM","2/5/2009 10:51:06 PM"
"2025-05-09 01:04:15","008401.pdf","726539",".pdf","6.912","5/8/2025 2:30:51 PM","5/8/2025 2:30:51 PM"
"2025-05-09 01:04:15","006376.ppt","1060352",".ppt","7.686","5/8/2025 12:44:00 PM","1/2/2009 6:05:12 AM"
"2025-05-09 01:04:16","010043.txt","231231",".txt","4.691","5/8/2025 1:06:40 PM","5/8/2025 1:06:40 PM"
"2025-05-09 01:04:16","006237.doc","863744",".doc","5.042","5/8/2025 12:43:59 PM","1/30/2002 5:17:28 AM"
"2025-05-09 01:04:16","010896.jpg","24108",".jpg","7.705","5/8/2025 12:43:44 PM","4/3/2007 12:09:37 PM"
"2025-05-09 01:04:35","005690.jpg","28215",".jpg","7.931","5/8/2025 5:41:56 PM","5/8/2025 5:41:56 PM"
"2025-05-09 01:04:35","005898.html","18036",".html","5.324","5/8/2025 2:50:54 PM","5/8/2025 2:50:54 PM"
"2025-05-09 01:04:35","009829.doc","305152",".doc","4.479","5/8/2025 2:30:08 PM","5/8/2025 2:30:08 PM"
"2025-05-09 01:04:35","008089.html","3494",".html","5.355","5/8/2025 12:43:46 PM","9/25/2008 1:34:34 PM"
"2025-05-09 01:04:35","010597.pdf","1007291",".pdf","7.944","5/8/2025 12:43:43 PM","6/30/2004 8:52:25 PM"
"2025-05-09 01:04:35","006493.pdf","152853",".pdf","7.645","5/9/2025 6:35:41 AM","5/9/2025 6:35:41 AM"
"2025-05-09 01:04:35","001282.txt","22269",".txt","4.347","5/8/2025 4:21:25 PM","5/8/2025 4:21:25 PM"
"2025-05-09 01:04:35","010469.xls","25600",".xls","4.257","5/8/2025 5:42:51 PM","5/8/2025 5:42:51 PM"
"2025-05-09 01:04:35","009487.xls","146432",".xls","5.024","5/8/2025 1:49:19 PM","5/8/2025 1:49:19 PM"
"2025-05-09 01:04:35","000735.html","127193",".html","4.786","5/8/2025 4:23:52 PM","5/8/2025 4:23:52 PM"
"2025-05-09 01:04:35","007489.txt","41992",".txt","4.531","5/8/2025 12:43:33 PM","11/22/2004 8:26:55 AM"
"2025-05-09 01:04:35","007473.txt","1410394",".txt","3.422","5/8/2025 12:43:33 PM","7/1/2008 11:12:49 AM"
"2025-05-09 01:04:35","004279.gif","39298",".gif","7.901","5/9/2025 6:37:30 AM","5/9/2025 6:37:30 AM"
"2025-05-09 01:04:35","006905.txt","143049",".txt","3.131","5/8/2025 1:09:05 PM","5/8/2025 1:09:05 PM"
"2025-05-09 01:04:35","007091.pdf","690682",".pdf","7.888","5/8/2025 1:06:02 PM","5/8/2025 1:06:02 PM"
"2025-05-09 01:04:35","010867.jpg","87799",".jpg","7.932","5/8/2025 12:43:44 PM","7/6/2006 8:27:32 AM"
"2025-05-09 01:04:35","001729.html","23182",".html","5.444","5/8/2025 12:44:08 PM","2/5/2009 5:47:08 PM"
"2025-05-09 01:04:35","007439.txt","356732",".txt","4.834","5/8/2025 12:43:32 PM","2/15/2004 9:37:23 AM"
"2025-05-09 01:04:35","006748.txt","362592",".txt","3.644","5/8/2025 1:51:42 PM","5/8/2025 1:51:42 PM"
"2025-05-09 01:04:35","010204.pdf","856956",".pdf","7.832","5/8/2025 12:43:40 PM","8/12/2003 9:39:24 AM"
"2025-05-09 01:04:35","010389.doc","60416",".doc","4.525","5/8/2025 12:43:41 PM","3/30/2004 2:22:15 PM"
"2025-05-09 01:04:35","005833.txt","1673",".txt","4.679","5/8/2025 1:06:59 PM","5/8/2025 1:06:59 PM"
"2025-05-09 01:04:35","004864.doc","32768",".doc","3.469","5/8/2025 4:22:57 PM","5/8/2025 4:22:57 PM"
"2025-05-09 01:04:35","002088.txt","12607",".txt","4.648","5/8/2025 12:43:25 PM","7/3/2008 9:20:16 AM"
"2025-05-09 01:04:35","007200.pdf","14295",".pdf","6.142","5/9/2025 6:39:20 AM","5/9/2025 6:39:20 AM"
"2025-05-09 01:04:35","006545.pdf","132399",".pdf","7.932","5/8/2025 2:32:45 PM","5/8/2025 2:32:45 PM"
"2025-05-09 01:04:35","005180.ppt","905288",".ppt","7.717","5/8/2025 2:11:17 PM","5/8/2025 2:11:17 PM"
"2025-05-09 01:04:35","005148.doc","47104",".doc","5.602","5/8/2025 12:44:20 PM","2/20/2004 1:36:51 PM"
"2025-05-09 01:04:35","006784.csv","25178",".csv","3.38","5/8/2025 5:44:59 PM","5/8/2025 5:44:59 PM"
"2025-05-09 01:04:35","002139.jpg","40381",".jpg","7.84","5/8/2025 12:43:25 PM","5/1/2002 7:56:42 AM"
"2025-05-09 01:04:35","007878.jpg","343994",".jpg","7.881","5/8/2025 1:09:15 PM","5/8/2025 1:09:15 PM"
"2025-05-09 01:04:35","005242.pdf","30708",".pdf","6.447","5/8/2025 4:23:33 PM","5/8/2025 4:23:33 PM"
"2025-05-09 01:04:35","007215.pdf","11495",".pdf","5.856","5/8/2025 4:24:47 PM","5/8/2025 4:24:47 PM"
"2025-05-09 01:04:35","007775.html","20634",".html","5.171","5/8/2025 12:43:34 PM","2/5/2009 10:49:25 PM"
"2025-05-09 01:04:35","001179.doc","50688",".doc","3.734","5/8/2025 12:44:05 PM","12/19/2007 5:16:29 AM"
"2025-05-09 01:04:35","009598.html","11165",".html","4.922","5/8/2025 12:43:37 PM","7/16/2007 6:46:20 AM"
"2025-05-09 01:04:35","008361.xls","327680",".xls","5.179","5/8/2025 12:43:48 PM","12/21/2006 8:03:46 AM"
"2025-05-09 01:04:35","006503.pdf","1434854",".pdf","7.708","5/8/2025 12:44:01 PM","1/23/2003 1:58:57 PM"
"2025-05-09 01:04:35","001515.log","681825",".log","4.879","5/8/2025 12:44:06 PM","1/19/2005 12:17:19 PM"
"2025-05-09 01:04:35","008311.pdf","614956",".pdf","7.867","5/8/2025 12:43:48 PM","2/11/2005 11:07:10 AM"
"2025-05-09 01:04:35","001197.html","4636",".html","4.749","5/8/2025 12:44:05 PM","8/31/2001 1:49:59 PM"
"2025-05-09 01:04:36","003453.xls","57344",".xls","3.932","5/8/2025 5:23:43 PM","5/8/2025 5:23:43 PM"
"2025-05-09 01:04:36","004106.ppt","1575936",".ppt","7.33","5/8/2025 12:44:15 PM","4/4/2008 10:41:06 AM"
"2025-05-09 01:04:36","010280.html","57057",".html","3.333","5/8/2025 12:43:41 PM","10/18/2004 1:10:35 PM"
"2025-05-09 01:04:36","004702.xls","2651648",".xls","4.812","5/8/2025 2:30:08 PM","5/8/2025 2:30:08 PM"
"2025-05-09 01:04:36","008766.pdf","890241",".pdf","7.797","5/8/2025 2:32:17 PM","5/8/2025 2:32:17 PM"
"2025-05-09 01:04:36","001350.html","1064819",".html","5.258","5/8/2025 12:44:05 PM","5/5/2008 7:44:42 AM"
"2025-05-09 01:04:36","003830.pdf","19474",".pdf","6.342","5/8/2025 2:12:28 PM","5/8/2025 2:12:28 PM"
"2025-05-09 01:04:36","008395.pdf","112605",".pdf","7.944","5/8/2025 12:43:48 PM","10/25/2007 1:16:47 PM"
"2025-05-09 01:04:36","006532.xls","83968",".xls","4.869","5/8/2025 12:44:01 PM","8/3/2004 10:18:24 AM"
"2025-05-09 01:04:55","001933.pdf","57517",".pdf","7.61","5/8/2025 2:10:20 PM","5/8/2025 2:10:20 PM"
"2025-05-09 01:04:55","007156.gz","57493",".gz","7.992","5/8/2025 12:43:30 PM","2/24/2009 10:01:28 PM"
"2025-05-09 01:04:55","005837.txt","118457",".txt","4.638","5/8/2025 1:52:39 PM","5/8/2025 1:52:39 PM"
"2025-05-09 01:04:55","006887.txt","23048",".txt","3.438","5/9/2025 6:37:49 AM","5/9/2025 6:37:49 AM"
"2025-05-09 01:04:55","006857.csv","5617",".csv","4.941","5/8/2025 12:44:03 PM","11/21/2007 5:14:37 AM"
"2025-05-09 01:04:55","004319.doc","332288",".doc","4.222","5/8/2025 12:44:16 PM","12/7/2005 10:33:56 AM"
"2025-05-09 01:04:55","009161.pdf","201783",".pdf","7.745","5/8/2025 12:43:36 PM","9/2/2004 12:53:02 PM"
"2025-05-09 01:04:55","003077.pdf","431948",".pdf","7.88","5/8/2025 1:07:57 PM","5/8/2025 1:07:57 PM"
"2025-05-09 01:04:55","004411.pdf","3656",".pdf","7.525","5/8/2025 12:44:16 PM","12/19/2008 9:30:01 AM"
"2025-05-09 01:04:55","003769.txt","6677",".txt","4.581","5/8/2025 12:44:13 PM","2/5/2009 9:11:50 PM"
"2025-05-09 01:04:55","006181.txt","68050",".txt","3.437","5/8/2025 2:32:45 PM","5/8/2025 2:32:45 PM"
"2025-05-09 01:04:55","008946.html","3092357",".html","3.209","5/8/2025 12:43:50 PM","4/21/2005 4:30:21 PM"
"2025-05-09 01:04:55","006165.gz","3442126",".gz","7.992","5/8/2025 12:43:59 PM","2/24/2009 10:03:41 PM"
"2025-05-09 01:04:55","003986.xls","122404",".xls","4.65","5/8/2025 1:06:21 PM","5/8/2025 1:06:21 PM"
"2025-05-09 01:04:55","010415.xml","6963",".xml","4.254","5/8/2025 12:43:41 PM","2/24/2009 9:57:51 PM"
"2025-05-09 01:04:55","009906.pdf","178387",".pdf","7.744","5/8/2025 12:43:39 PM","1/28/2004 6:35:06 AM"
"2025-05-09 01:04:55","001447.txt","466515",".txt","3.778","5/8/2025 4:25:42 PM","5/8/2025 4:25:42 PM"
"2025-05-09 01:04:55","009335.html","14859",".html","4.652","5/8/2025 2:33:42 PM","5/8/2025 2:33:42 PM"
"2025-05-09 01:04:55","004297.gif","117133",".gif","7.851","5/8/2025 1:06:21 PM","5/8/2025 1:06:21 PM"
"2025-05-09 01:04:55","009012.pdf","397665",".pdf","7.729","5/8/2025 12:43:35 PM","7/30/2008 7:11:33 AM"
"2025-05-09 01:04:55","010282.html","6345",".html","3.898","5/8/2025 12:43:41 PM","2/5/2009 11:00:03 AM"
"2025-05-09 01:04:55","006613.txt","50641",".txt","4.772","5/8/2025 12:44:01 PM","8/13/2004 7:12:26 AM"
"2025-05-09 01:04:55","000623.html","307",".html","5.112","5/8/2025 12:43:55 PM","2/5/2009 5:16:50 PM"
"2025-05-09 01:04:55","002735.pdf","1423806",".pdf","7.999","5/8/2025 12:43:28 PM","8/20/2001 9:10:07 AM"
"2025-05-09 01:04:55","002363.html","9940",".html","5.221","5/8/2025 12:43:26 PM","7/10/2006 8:12:20 AM"
"2025-05-09 01:04:55","005046.html","11602",".html","5.18","5/8/2025 12:44:20 PM","2/5/2009 9:20:43 PM"
"2025-05-09 01:04:55","003943.doc","33864",".doc","4.701","5/8/2025 1:10:02 PM","5/8/2025 1:10:02 PM"
"2025-05-09 01:04:55","001707.html","9999",".html","5.321","5/8/2025 2:11:17 PM","5/8/2025 2:11:17 PM"
"2025-05-09 01:04:56","006132.html","5760",".html","5.379","5/8/2025 12:43:59 PM","1/20/2005 11:14:32 AM"
"2025-05-09 01:04:56","001034.pdf","259005",".pdf","7.621","5/8/2025 12:44:04 PM","9/2/2005 10:32:00 AM"
"2025-05-09 01:04:56","004757.html","62487",".html","5.317","5/8/2025 4:21:07 PM","5/8/2025 4:21:07 PM"
"2025-05-09 01:04:56","010857.txt","5822",".txt","4.138","5/8/2025 12:43:44 PM","1/10/2006 7:22:38 AM"
"2025-05-09 01:04:56","000417.jpg","21635",".jpg","7.923","5/8/2025 1:07:09 PM","5/8/2025 1:07:09 PM"
"2025-05-09 01:04:56","005435.doc","84480",".doc","4.459","5/8/2025 12:44:22 PM","9/30/2007 7:26:51 PM"
"2025-05-09 01:04:56","005181.pdf","1481862",".pdf","7.969","5/8/2025 12:44:20 PM","9/22/2005 5:51:03 PM"
"2025-05-09 01:04:56","003891.html","18102",".html","5.24","5/8/2025 12:44:14 PM","2/5/2009 9:12:20 PM"
"2025-05-09 01:04:56","002423.ppt","252928",".ppt","6.766","5/8/2025 5:20:03 PM","5/8/2025 5:20:03 PM"
"2025-05-09 01:04:56","000050.xls","9473608",".xls","4.633","5/8/2025 1:06:31 PM","5/8/2025 1:06:31 PM"
"2025-05-09 01:04:56","004725.html","1630",".html","5.031","5/8/2025 12:44:18 PM","2/5/2009 9:17:29 PM"
"2025-05-09 01:04:56","007827.txt","4594",".txt","4.61","5/8/2025 1:07:47 PM","5/8/2025 1:07:47 PM"
"2025-05-09 01:04:56","001837.txt","387129",".txt","3.558","5/8/2025 12:44:09 PM","2/20/2003 11:12:11 AM"
"2025-05-09 01:04:56","003811.gif","54447",".gif","7.963","5/8/2025 1:06:40 PM","5/8/2025 1:06:40 PM"
"2025-05-09 01:04:56","000187.pdf","9122928",".pdf","7.997","5/8/2025 12:43:53 PM","5/22/2008 7:43:38 PM"
"2025-05-09 01:04:56","010174.txt","32238",".txt","3.704","5/8/2025 12:43:40 PM","11/12/2004 7:11:20 AM"
"2025-05-09 01:04:56","001659.pdf","443825",".pdf","7.901","5/8/2025 12:44:07 PM","12/1/2008 6:28:00 AM"
"2025-05-09 01:04:56","004496.csv","34788",".csv","4.741","5/8/2025 12:44:16 PM","9/16/2008 8:58:36 AM"
"2025-05-09 01:04:56","004957.txt","193640",".txt","4.635","5/8/2025 2:30:37 PM","5/8/2025 2:30:37 PM"
"2025-05-09 01:04:56","010730.xml","30982",".xml","5.277","5/8/2025 12:43:43 PM","1/16/2009 8:30:28 AM"
"2025-05-09 01:04:56","002345.html","180845",".html","5.229","5/8/2025 12:43:26 PM","2/5/2009 5:59:37 PM"
"2025-05-09 01:04:56","010975.txt","1111055",".txt","2.906","5/8/2025 12:43:44 PM","8/7/2003 11:48:24 AM"
"2025-05-09 01:05:15","003260.html","23417",".html","5.206","5/8/2025 2:29:26 PM","5/8/2025 2:29:26 PM"
"2025-05-09 01:05:15","001165.txt","105901",".txt","4.692","5/8/2025 12:44:05 PM","8/6/1999 5:44:33 AM"
"2025-05-09 01:05:15","008642.pdf","160540",".pdf","7.898","5/8/2025 2:54:28 PM","5/8/2025 2:54:28 PM"
"2025-05-09 01:05:15","001664.pdf","30677",".pdf","7.422","5/8/2025 12:44:07 PM","2/5/2009 5:45:13 PM"
"2025-05-09 01:05:15","002028.html","224",".html","5.424","5/8/2025 5:22:48 PM","5/8/2025 5:22:48 PM"
"2025-05-09 01:05:15","001341.pdf","19203",".pdf","5.55","5/8/2025 12:44:05 PM","6/1/2007 11:40:27 AM"
"2025-05-09 01:05:16","003105.pdf","112660",".pdf","7.799","5/8/2025 12:44:10 PM","4/5/2002 1:55:54 AM"
"2025-05-09 01:05:16","002577.pdf","166375",".pdf","7.789","5/8/2025 12:43:28 PM","1/15/2004 10:20:08 AM"
"2025-05-09 01:05:16","002222.html","28728",".html","4.933","5/8/2025 12:43:26 PM","10/26/2007 1:33:28 AM"
"2025-05-09 01:05:16","002319.pdf","623691",".pdf","7.938","5/8/2025 12:43:26 PM","7/8/2008 12:38:29 PM"
"2025-05-09 01:05:16","005162.doc","35328",".doc","2.634","5/8/2025 2:12:42 PM","5/8/2025 2:12:42 PM"
"2025-05-09 01:05:16","006895.txt","49841",".txt","3.444","5/8/2025 12:44:03 PM","3/28/2005 1:55:09 PM"
"2025-05-09 01:05:16","009144.pdf","172704",".pdf","7.902","5/8/2025 12:43:36 PM","2/12/2007 2:48:20 PM"
"2025-05-09 01:05:16","001339.doc","158756",".doc","4.189","5/8/2025 1:07:57 PM","5/8/2025 1:07:57 PM"
"2025-05-09 01:05:16","000985.ppt","1238016",".ppt","6.668","5/8/2025 12:43:57 PM","11/7/2002 1:36:34 PM"
"2025-05-09 01:05:16","008485.txt","667",".txt","4.834","5/8/2025 5:22:29 PM","5/8/2025 5:22:29 PM"
"2025-05-09 01:05:16","005310.doc","58368",".doc","3.872","5/8/2025 2:10:20 PM","5/8/2025 2:10:20 PM"
"2025-05-09 01:05:16","010738.xls","56320",".xls","4.427","5/8/2025 12:43:43 PM","1/30/2009 5:38:40 AM"
"2025-05-09 01:05:16","000750.pdf","328238",".pdf","7.934","5/8/2025 2:12:42 PM","5/8/2025 2:12:42 PM"
"2025-05-09 01:05:16","006437.pdf","1042637",".pdf","7.981","5/8/2025 12:44:00 PM","6/13/2008 11:29:48 AM"
"2025-05-09 01:05:16","000807.pdf","2768386",".pdf","2.934","5/8/2025 12:43:56 PM","4/21/2004 5:46:48 AM"
"2025-05-09 01:05:16","003243.html","10142",".html","4.994","5/8/2025 12:44:11 PM","2/5/2009 6:12:33 PM"
"2025-05-09 01:05:16","005722.pdf","414194",".pdf","7.87","5/8/2025 2:30:37 PM","5/8/2025 2:30:37 PM"
"2025-05-09 01:05:16","009546.html","18963",".html","4.615","5/8/2025 12:43:37 PM","3/7/1998 10:07:38 AM"
"2025-05-09 01:05:16","007552.html","11245",".html","5.184","5/9/2025 6:35:41 AM","5/9/2025 6:35:41 AM"
"2025-05-09 01:05:16","002413.ppt","809984",".ppt","7.547","5/8/2025 5:19:26 PM","5/8/2025 5:19:26 PM"
"2025-05-09 01:05:16","010107.pdf","365135",".pdf","7.906","5/8/2025 5:23:43 PM","5/8/2025 5:23:43 PM"
"2025-05-09 01:05:16","009214.html","48975",".html","3.24","5/8/2025 12:43:36 PM","11/29/1999 1:47:43 PM"
"2025-05-09 01:05:16","003671.pdf","17871",".pdf","7.534","5/8/2025 1:06:21 PM","5/8/2025 1:06:21 PM"
"2025-05-09 01:05:16","008846.pdf","93486",".pdf","7.696","5/8/2025 12:43:50 PM","2/17/2009 3:56:31 PM"
"2025-05-09 01:05:16","005352.txt","115525",".txt","3.401","5/8/2025 1:10:31 PM","5/8/2025 1:10:31 PM"
"2025-05-09 01:05:16","010870.jpg","23684",".jpg","7.947","5/8/2025 2:12:14 PM","5/8/2025 2:12:14 PM"
"2025-05-09 01:05:16","004044.doc","247296",".doc","7.643","5/8/2025 12:44:14 PM","9/22/2003 11:19:31 AM"
"2025-05-09 01:05:16","010825.txt","16871",".txt","4.754","5/8/2025 12:43:44 PM","10/18/2007 2:33:22 PM"
"2025-05-09 01:05:16","000855.txt","4211",".txt","4.666","5/8/2025 12:43:56 PM","11/7/1995 12:53:26 PM"
"2025-05-09 01:05:16","006436.doc","1315876",".doc","5.455","5/8/2025 1:08:46 PM","5/8/2025 1:08:46 PM"
"2025-05-09 01:05:16","009027.html","101402",".html","5.487","5/8/2025 12:43:35 PM","11/3/2008 11:59:24 AM"
"2025-05-09 01:05:16","004207.html","5364",".html","4.883","5/8/2025 12:44:15 PM","2/5/2009 9:13:55 PM"
"2025-05-09 01:05:16","009422.ppt","146944",".ppt","7.139","5/8/2025 5:43:46 PM","5/8/2025 5:43:46 PM"
"2025-05-09 01:05:16","008348.ppt","53760",".ppt","4.685","5/8/2025 12:43:48 PM","3/16/2001 7:11:05 AM"
"2025-05-09 01:05:16","006865.html","167045",".html","4.835","5/8/2025 5:40:43 PM","5/8/2025 5:40:43 PM"
"2025-05-09 01:05:16","002852.pdf","533946",".pdf","7.972","5/8/2025 12:43:29 PM","7/15/2003 7:02:57 PM"
"2025-05-09 01:05:16","002240.java","58611",".java","4.643","5/8/2025 12:43:26 PM","11/8/2007 1:06:02 PM"
"2025-05-09 01:05:16","001964.pdf","80062",".pdf","7.818","5/8/2025 12:44:09 PM","4/29/2008 7:06:18 AM"
"2025-05-09 01:05:16","009865.ppt","983588",".ppt","6.581","5/8/2025 1:07:28 PM","5/8/2025 1:07:28 PM"
"2025-05-09 01:05:16","001991.pdf","17462",".pdf","6.124","5/8/2025 12:44:09 PM","2/25/1997 7:10:38 AM"
"2025-05-09 01:05:16","000874.jpg","5726",".jpg","7.913","5/8/2025 12:43:56 PM","8/8/2001 3:38:06 PM"
"2025-05-09 01:05:16","003899.html","40871",".html","3.902","5/8/2025 12:44:14 PM","7/23/2008 10:13:59 AM"
"2025-05-09 01:05:16","004178.html","3012",".html","5.159","5/8/2025 12:44:15 PM","2/5/2009 9:13:48 PM"
"2025-05-09 01:05:16","003402.pdf","230244",".pdf","7.855","5/8/2025 12:44:12 PM","1/31/2008 10:04:10 AM"
"2025-05-09 01:05:36","001282.txt","22269",".txt","4.347","5/8/2025 4:21:25 PM","5/8/2025 4:21:25 PM"
"2025-05-09 01:05:36","010610.jpg","42298",".jpg","7.407","5/8/2025 1:53:07 PM","5/8/2025 1:53:07 PM"
"2025-05-09 01:05:36","004366.txt","324414",".txt","2.302","5/8/2025 12:44:16 PM","2/28/2008 1:29:34 PM"
"2025-05-09 01:05:36","002766.html","15881",".html","5.242","5/8/2025 1:09:53 PM","5/8/2025 1:09:53 PM"
"2025-05-09 01:05:36","007288.html","16628",".html","5.407","5/8/2025 5:40:06 PM","5/8/2025 5:40:06 PM"
"2025-05-09 01:05:36","001789.html","248599",".html","4.376","5/8/2025 2:51:52 PM","5/8/2025 2:51:52 PM"
"2025-05-09 01:05:36","002794.html","9171",".html","5.108","5/8/2025 12:43:29 PM","2/5/2009 6:04:22 PM"
"2025-05-09 01:05:36","010707.pdf","1007382",".pdf","7.804","5/8/2025 5:44:23 PM","5/8/2025 5:44:23 PM"
"2025-05-09 01:05:36","000893.html","28262",".html","5.203","5/8/2025 12:43:56 PM","8/8/2008 12:32:04 PM"
"2025-05-09 01:05:36","008092.html","111508",".html","4.714","5/8/2025 12:43:46 PM","2/17/2009 3:56:23 PM"
"2025-05-09 01:05:36","003663.ppt","109056",".ppt","4.153","5/8/2025 2:31:05 PM","5/8/2025 2:31:05 PM"
"2025-05-09 01:05:36","002884.html","15284",".html","5.194","5/8/2025 4:25:23 PM","5/8/2025 4:25:23 PM"
"2025-05-09 01:05:36","004361.html","49430",".html","5.2","5/8/2025 5:40:43 PM","5/8/2025 5:40:43 PM"
"2025-05-09 01:05:36","007887.jpg","15047",".jpg","7.872","5/8/2025 12:43:34 PM","8/1/2008 11:37:16 AM"
"2025-05-09 01:05:36","008294.txt","237324",".txt","3.617","5/8/2025 12:43:48 PM","4/1/2008 8:33:54 AM"
"2025-05-09 01:05:36","000637.html","57079",".html","4.757","5/8/2025 5:21:53 PM","5/8/2025 5:21:53 PM"
